"FIPS","agreeableness","median_household_income_acs2014_5yr","perc_bach_acs2014_5yr","unemployment_rate_acs2014_5yr","HighSchoolGraduationRate_chr20","PercRural_chr20","PercHispanic_chr20","LogPopulation_chr20","median_age_acs2014_5yr","perc_female_acs2014_5yr","perc_married_acs2014_5yr","perc_aa_acs2014_5yr"
17119,-0.233446109008,53912,10,8.9,87,13.3,3.4,12.485400199890137,39.2,51.10417747,50.5,8.014943811
17121,0.242775929116,41783,4.7,10.5,82,45.1,2.1,10.535300254821777,41.5,51.26149735,51.2,3.73310724
17123,NULL,53914,7,7.1,87,100,3,9.353050231933594,45.8,50.57228671,55.7,0.478934978
17125,NULL,42476,8.1,9,87,77.5,1.1,9.515250205993652,44.9,50.74428681,53.4,0.649940597
17127,-0.819255336332,43092,7.3,10.7,86,50.5,3,9.552510261535645,43.3,52.08608397,50.9,5.551888038
17129,NULL,59989,2.1,5.8,87,75.7,1.6,9.416379928588867,42.7,51.0112182,58.9,0.853215358
17131,-0.664987001343,51259,5.9,5.8,87,77.8,2.5,9.65509033203125,44.3,50.74055789,58.5,0.425820785
17133,0.39813084184,69592,12.6,5.4,93,41.4,1.5,10.443900108337402,41.7,50.73862104,62,0.293650556
17135,0.808302173826,45158,11.3,6.8,86,41.6,1.8,10.261199951171875,41.6,47.45796907,50.9,8.110289173
17137,0.104045071472,46524,5,8.8,78,36.2,2.5,10.43340015411377,40.9,49.69664323,48.2,6.172034475
17139,0.0343539286165,47438,5.8,5.9,96,69.2,1.5,9.596759796142578,41.1,51.32250269,56.6,0.268528464
17141,0.287413200796,55894,5.8,9.6,94,47.1,10.3,10.83810043334961,41.1,50.43954378,55.3,0.913190103
17143,-0.191371209012,51454,11.1,9.5,82,14.6,4.9,12.10420036315918,36.8,51.58255741,46.9,17.54087939
17145,-0.0534167746452,40532,5.5,9.8,91,43.6,3.2,9.960530281066895,40.8,47.14985931,45.1,8.405191976
17147,0.252027435799,63002,9.8,5.8,93,67.7,1.4,9.704790115356445,43,50.43499275,62.1,0.283953601
17149,NULL,38740,5.4,6.2,83,72.3,1.2,9.655730247497559,42.6,50.26471312,55.7,1.101945334
17151,NULL,39395,0,9.3,86,100,1.6,8.34568977355957,48,49.65612105,50.3,3.484640073
17153,NULL,33946,1.3,13.1,95,100,2.3,8.60575008392334,43.6,51.26529244,46,32.528909
17155,NULL,55360,3.7,11.1,85,100,5.9,8.6552095413208,45.2,49.63528414,61.8,0.067854114
17157,0.047422231445,48901,5.7,6.5,88,42.6,3.1,10.376799583435059,41.6,45.23888671,47.4,10.17195008
17159,NULL,44514,6,6.8,92,43.5,1.8,9.665419578552246,42.8,50.51412289,54.2,0.42740337
17161,-0.119514293786,48226,9.4,8.2,93,10.9,13.1,11.873900413513184,40.1,50.83149615,48.5,9.517977192
17163,-0.803840991295,50728,6.5,9,88,9.8,4.2,12.47249984741211,37.5,51.79814839,45.4,30.10263957
17165,0.544599718616,38772,2.9,13.4,88,43.7,1.9,10.081899642944336,42,51.49139733,50,3.951599936
17167,-0.225195160441,55565,14.1,8.1,85,14.1,2.4,12.182499885559082,39.7,52.03160839,48.2,12.45523319
17169,NULL,48575,5.6,5.2,88,57.6,1.9,8.840290069580078,44.7,48.0413201,56.8,2.133082909
17171,NULL,48500,3.1,8.9,95,100,1.3,8.502280235290527,43.3,51.02661597,53.8,0
17173,-0.0453875876798,47411,5.3,6.9,93,77.7,1.1,9.986949920654297,44.2,50.13503781,60,0.38710839
17175,NULL,52956,13.2,7.9,91,100,2,8.599140167236328,45.4,50.73029891,58.4,0.407608696
17177,-0.27567196229,44631,6,11.4,82,40.1,4.2,10.708900451660156,44.2,51.55250462,50.7,9.378785625
17179,0.164781540157,57052,10.2,6.7,89,20.4,2.3,11.793000221252441,40.4,50.62706076,56.6,1.077484691
17181,NULL,41849,5.3,9.7,91,65.9,5.3,9.73157024383545,43.5,50,51.5,1.628830874
17183,-0.605634522804,42548,5,11.9,83,31.3,5.2,11.24899959564209,39.9,50.31136642,46.2,13.54289181
17185,NULL,48679,9.1,9,77,38.9,2.9,9.354350090026855,43.3,50.94629156,56.9,0.264279625
17187,0.0399242251111,43683,3,10.3,94,45.5,9.7,9.742850303649902,39.2,50.83220873,48,3.182636077
17189,NULL,52761,11,5.9,92,73.6,1.4,9.546460151672363,42.9,50.0309768,55.5,1.005025126
17191,NULL,44535,9.8,5.6,80,69.9,1.5,9.70088005065918,42.8,50.79689661,61.2,0.571359836
17193,NULL,45347,7.1,7.7,92,62,1.5,9.522589683532715,44.7,51.80424771,60,0.412399478
17195,0.00370041749529,48343,7.3,9,88,37.3,12.1,10.926400184631348,42.4,50.8148405,53,1.437239945
17197,-0.849787300599,76142,10.5,8.9,91,3.9,17.8,13.447799682617188,36.2,50.36006028,55.2,10.97832015
17199,0.238637555592,43855,7.1,7.6,84,34.8,2.8,11.113300323486328,40.7,50.49395282,53.7,4.10280206
17201,-0.133994961546,47523,7.6,12.4,79,7.9,13.1,12.557000160217285,38.9,51.13277585,47.8,12.38622588
17203,0.402406283128,68119,4.7,6.5,94,54.9,1.9,10.557499885559082,40.4,50.45040421,61,0.808417811
18001,-0.18727274849,47964,3.9,7.2,93,53.7,4.6,10.481100082397461,34,50.58060406,58.1,0.651550691
18003,0.0745888850716,49124,9.6,9,92,11.9,7.6,12.835599899291992,35.6,51.23382919,49.9,11.76099061
18005,0.144313440278,54488,10.3,5.6,89,33.7,6.9,11.323599815368652,38,50.26580862,54.4,1.924250903
18007,NULL,46909,5.8,5.8,94,100,5.2,9.06566047668457,40.3,50.5107832,51.3,0.749148695
18009,0.261323460203,39370,3.6,11,97,50.6,1.8,9.386810302734375,42.8,50.65998728,53.9,0.580470738
18011,0.748316872256,67416,7.3,4.8,95,34.4,3.2,11.11240005493164,38.7,50.50129967,61.6,1.284474901
18013,0.111974595896,53107,12.7,8.1,98,100,1.7,9.631279945373535,48,49.8474194,53.1,0.205652116
18015,0.315924006439,52806,5.5,8.8,93,81.4,4.1,9.909819602966309,41.3,50.14949173,58.1,0.313932629
18017,0.120117645352,41356,3.2,9.7,91,44.7,15.9,10.54419994354248,39.5,49.91221275,52.2,1.497547121
18019,-0.354705458497,51182,5.2,8.1,91,20.5,5.5,11.67300033569336,38.4,51.04623391,49.7,6.899440345
18021,NULL,46228,4.6,9.1,90,60.9,1.4,10.17240047454834,40.6,51.0915401,56.7,0.32839497
18023,0.278472832512,49669,1.4,8.3,90,49.8,16.4,10.38129997253418,38,50.75029557,53.4,1.02767757
18025,NULL,40905,1,7.8,88,100,1.4,9.264639854431152,42.2,49.19218486,54.9,0.27240278
18027,-0.0905760366117,47104,4,5.3,95,60.3,4.9,10.408699989318848,35.2,50.21146909,57.8,1.26259485
18029,-0.358271926427,58000,8,8.1,94,53.1,1.3,10.811100006103516,41.3,50.22672552,55.5,0.716292135
18031,0.479875046413,49631,9.4,8.9,96,53.8,2.1,10.195899963378906,39.5,50.77742034,53.8,1.229319853
18033,0.400791055537,49561,8.7,8.6,91,42.3,2.8,10.674200057983398,38.3,50.21147893,54.2,0.160676733
18035,0.250287741614,37900,8,11.4,91,22.8,2.6,11.650699615478516,34.8,52.06444087,42.1,5.364395739
18037,0.522535683706,54186,12.1,4.2,93,49.2,7.8,10.65880012512207,40.9,50.2063078,58.7,0.348589044
18039,0.257739279931,46983,3.9,8.7,91,20.6,16.3,12.233499526977539,35.1,50.6434671,53,5.759130818
18041,0.404808836807,37833,4.3,13.4,92,36.8,1.3,10.045299530029297,41.5,50.76601962,48.1,1.682321019
18043,-0.0140785061477,53431,7,8.1,94,20.3,3.4,11.261699676513672,39.5,51.49209211,50.7,4.822950776
18045,-0.247543359379,45660,4.8,9.6,93,66,2.6,9.70203971862793,42.2,50.32349135,54.7,0.435242913
18047,NULL,50262,6.1,7.2,96,88.9,1.2,10.031700134277344,40.4,49.89556136,60.2,0.200174064
18049,-0.0603291534569,42585,4,7.1,93,64.9,5.3,9.908080101013184,41.2,50.02422715,56.8,1.051458475
18051,0.491356091765,48176,7,5.7,92,53.6,1.7,10.417900085449219,40.1,50.02084202,56.2,1.735842315
18053,0.442668944269,39885,5.5,9.3,96,28.9,4.4,11.096400260925293,39.9,51.97581983,46.6,6.633676222
18055,-0.220523301774,43470,6.6,8.8,94,74.8,1.5,10.373700141906738,42.1,50.29110316,56,0.288070835
18057,0.501252449557,84635,18.3,5,77,5.6,4.1,12.707099914550781,35.9,51.15697117,62.5,3.491277846
18059,0.215848888064,65517,13.3,6.6,92,30.4,2.4,11.2431001663208,39.7,51.13971574,56.7,1.959040804
18061,0.0452845474945,53483,8.8,8.6,97,85.8,2,10.605299949645996,41.3,49.70930233,55.4,0.555895553
18063,0.470552408641,68342,9.3,6.1,96,17.8,4,12.025799751281738,37.3,50.18446518,58.6,5.476993184
18065,0.220025953368,40247,5.4,11.4,94,42.9,1.9,10.784600257873535,42.2,48.41448798,48.5,1.61293599
18067,-0.211612046986,42078,7.4,10.3,75,21.5,3.5,11.318900108337402,41.2,51.71261789,51.3,7.049472948
18069,0.798066315451,47356,6.6,8.7,92,51,2.6,10.497900009155273,39.9,50.78871182,55.6,0.689953733
18071,0.38640540325,47758,4.2,8.6,92,43.7,7.2,10.694499969482422,39,49.96405964,54.2,0.607508058
18073,0.350539308715,56214,6.4,7.2,93,68,6.1,10.415399551391602,38.7,50.4530096,58.4,0.971802769
18075,-0.214466543447,40761,3.2,9.3,96,55.7,3.2,9.940979957580566,39.6,50.96574087,54.3,0.493444241
18077,0.545802170573,45306,1.7,10.1,82,45.1,2.9,10.380000114440918,41,51.68736709,50.4,2.074151694
18079,0.149033334022,44758,6.5,11.8,91,60.2,2.6,10.22599983215332,38.8,49.84587039,52.4,0.988555434
18081,0.332898732501,60644,9,7.1,93,13.9,3.6,11.959099769592285,37.2,50.78622148,57,1.877751427
18083,-0.291336810061,42997,1.3,6.6,97,36.2,2.2,10.515800476074219,39.3,49.50106074,48.7,3.142924491
18085,0.932237709646,52706,7.8,7.7,93,46.6,8.1,11.281499862670898,38,50.09641342,58,0.786733513
18087,0.289396805337,49112,2.1,7.1,93,91.6,4.1,10.579700469970703,30.9,49.56963903,60.3,0.05561588
18089,-0.958274023097,49617,6.3,11.2,87,4,19.4,13.090700149536133,37.8,51.68207811,45.1,25.24861094
18091,-0.393556856369,47117,3.1,11,89,35.6,6.8,11.60830020904541,39.7,48.18002929,49.5,10.57119495
18093,0.182665649326,44553,6.2,8.3,84,58.4,1.7,10.72920036315918,41.7,50.51772895,57.3,0.369806395
18095,0.615181174987,43440,5.1,10.3,85,23.1,4.1,11.772500038146973,39.5,50.01759917,48.6,7.202650588
18097,-0.197657827384,42378,11.1,11.2,76,0.6,10.6,13.769100189208984,34,51.82762342,40.1,26.90158984
18099,0.528980852436,47219,6,9.8,90,63.3,10.4,10.741800308227539,39,50.09355333,55.6,0.807960538
18101,NULL,45113,13.6,7.1,96,72.3,1.1,9.231809616088867,42.4,49.76685448,53.8,0.184573538
18103,-0.322517760324,43862,3,12,95,46.5,3.3,10.47920036315918,40.3,46.0735286,49.6,4.998076606
18105,0.31182804984,41857,12,7.5,91,21.2,3.5,11.897600173950195,28.1,50.36746728,35.7,2.944699187
18107,0.240710796969,46286,4.6,8.9,97,52.8,5,10.554400444030762,40.1,49.56656104,54.5,1.060681455
18109,-0.541874099077,54986,4.9,8,92,49.1,1.6,11.157899856567383,40.7,50.43623726,57.6,0.314379245
18111,NULL,49769,3.3,9.8,88,100,6.4,9.547599792480469,42.9,49.54738331,53.7,0.198019802
18113,-0.226189704172,49102,4.8,10,91,68,10.5,10.769200325012207,37.6,49.9989473,55.9,0.343179569
18115,NULL,47208,6.5,9.2,94,100,1.5,8.67317008972168,44.8,50.53515561,54.8,1.844228553
18117,0.275497870228,38556,5,8.9,92,83.5,1.8,9.877610206604004,40.6,50.23284066,52.8,1.442599717
18119,NULL,44684,1.4,8.6,92,100,1.5,9.944869995117188,43.2,49.39261761,57.1,0.600347076
18121,0.135733123732,43214,2.7,7.5,85,75,1.6,9.736669540405273,42,52.80813953,52.1,2.244186047
18123,-0.0693431030142,47309,2.8,6.7,90,55,1.4,9.857549667358398,41.2,46.32942628,54,3.007402838
18125,NULL,43065,6.8,6,93,100,1.4,9.426259994506836,43.2,49.80758659,60,0.180633001
18127,0.0508247333903,62818,10.3,8,91,20.8,10.3,12.041199684143066,39,50.83735881,53.1,3.450750517
18129,NULL,59969,3.9,5.8,93,66.8,1.3,10.14799976348877,42,50.34905035,60.1,1.119301119
18131,NULL,42910,8.1,8.8,92,80.9,3.2,9.430999755859375,41.6,49.45163747,57.1,0.411271896
18133,0.422000507227,49914,3.5,8.2,91,64.8,2.1,10.53950023651123,38.1,46.94656489,47.4,4.042090755
18135,-0.0398062030443,41537,4.1,8.2,91,61.9,3.5,10.120699882507324,41.8,51.06778807,55.8,0.410836789
18137,-0.488472966512,50364,4.7,7.5,94,83.2,1.9,10.258500099182129,40.2,51.23946715,58.9,0.479004231
18139,-0.532750575978,46021,3.3,8.8,98,61.2,1.7,9.72095012664795,41.4,50.38782294,57.6,0.938939756
18141,-0.0267662827504,45012,9.8,10.2,85,9,8.9,12.508999824523926,36.4,51.62035996,46.6,12.94377257
18143,0.165851155581,43739,1.9,12.7,87,52.7,2.5,10.080699920654297,40,50.32430849,49.9,0.556555216
18145,-0.0438775149255,52341,3.7,9.1,95,52,4.4,10.705300331115723,40.3,50.94760061,51.9,1.141172234
18147,-0.224515674591,53073,8.2,7.5,93,100,3,9.919710159301758,42.7,49.31795338,59.9,0.698798641
18149,-0.171431755159,40357,8.7,13.8,93,82.4,3.9,10.040399551391602,41.3,50.96704717,54.2,0.469524015
18151,0.12509754545,48750,4.1,8.7,86,67.2,3.7,10.451199531555176,41.2,49.47937994,55.5,0.687335478
18153,-0.0347377326984,45176,4.2,8,82,79,1.8,9.937410354614258,41,45.40914873,51.3,5.295142978
18155,NULL,44447,2.3,11.5,95,100,2,9.279589653015137,39.8,48.80159787,55.7,0.228267072
18157,0.523188995175,44474,12.5,7.5,85,14.5,8.5,12.170700073242188,27.9,48.96398799,41.7,4.356808039
18159,0.0861811453482,53340,4.5,6.5,95,61.6,2.9,9.624300003051758,43,50.26134625,59.3,0.27409485
18161,NULL,47083,5,8.4,92,100,1.8,8.858940124511719,41.6,49.82389596,56.2,0.270929287
18163,0.153295954615,43067,8.2,6.9,81,9.2,2.7,12.106100082397461,37.6,51.64946345,45.7,9.096789531
18165,-0.254957072889,44088,4.9,7.3,94,60.4,1.3,9.647239685058594,42.5,50.7836008,50.5,0.250752257
18167,0.234408875274,41175,6.8,8.1,89,23.8,2.7,11.584199905395508,35.9,49.2767679,43.1,6.50631789
18169,0.0802689388966,45657,4.9,7.4,87,50,2.6,10.350700378417969,42.3,51.35725717,55.4,0.541671796
18171,NULL,56642,5.4,5.7,96,77.1,2,9.019539833068848,43.8,49.62593516,59.1,0.106875668
18173,0.589413617851,62747,8.6,6.2,91,29.3,1.9,11.043999671936035,40.4,50.82427566,62.2,1.494928805
18175,0.113023957096,42424,2.2,10.8,90,76.8,1.4,10.237899780273438,40.3,50.32658743,52.8,0.381910983
18177,-0.406982412482,37932,2.8,10.6,82,33,3.1,11.096400260925293,40.7,51.41603277,49.7,4.609420714
18179,0.665350336539,49050,6.5,5.1,97,50.6,3.2,10.247300148010254,41.3,50.91230348,58.1,0.317322948
18181,-0.203427294135,51250,4.5,6.7,86,68,8.7,10.091300010681152,42.2,50.7576067,57.7,0.183785991
18183,0.581882479094,54023,3.2,6.4,91,71.2,2.2,10.436300277709961,40.6,49.78232804,56.8,0.324256162
19001,NULL,47264,11.3,3.4,96,100,2.2,8.862629890441895,46,50.52366432,57.7,0.477263688
19003,NULL,47335,0,3.9,98,100,1.5,8.201109886169434,46.4,50.39370079,64.7,0.812801626
19005,NULL,47886,8.9,6.6,91,74,7,9.534740447998047,44.8,49.11673262,60.7,0.515828151
19007,NULL,41525,7.2,7.8,91,58.3,2.2,9.42842960357666,44.7,50.49396268,56.2,0.329308452
19009,NULL,47556,4.8,2.6,97,100,1.6,8.613590240478516,47.7,51.59224937,59.8,0.202190396
19011,0.500446887635,59186,4.8,4.2,92,80.7,1.5,10.152000427246094,40.9,49.88221664,62,0.625603398
19013,0.363987401415,47002,8.3,7.8,89,13.5,4.5,11.793600082397461,34.6,51.24102859,46.4,9.246136706
19015,0.000600326215013,52714,8,5.3,94,50.6,2.7,10.179100036621094,41.1,49.91643242,53.7,1.025602066
19017,0.91880136306,61619,6.1,5.3,94,64.5,1.7,10.124500274658203,38.6,50.59025367,57.8,1.094726523
19019,-0.091120831166,56393,12.3,4.5,94,68.5,1.7,9.961709976196289,38.8,50.25063255,61.9,0.534682771
19021,0.648736974846,48010,3.5,4.4,76,43.9,26,9.897170066833496,36.8,48.9198436,53.1,2.605083089
19023,0.351553590457,51701,7.6,4.4,99,100,1.4,9.584589958190918,43.6,50.68154483,63.9,0.360817854
19025,NULL,44934,5.2,4.4,93,100,1.9,9.179780006408691,46.7,48.98797595,56.3,1.472945892
19027,0.56913381643,48998,3.7,2.5,95,52,2.5,9.911160469055176,41.9,51.19795189,55.2,1.415322191
19029,0.391732215486,43960,8.4,3.4,88,53.6,2.6,9.467309951782227,44.7,51.06616036,57.7,0.416240689
19031,-0.0135411086239,59672,3.4,3.5,87,83.4,2.1,9.832369804382324,41.9,51.12292503,61.3,0.211565585
19033,0.798063762938,45012,9.2,5.2,92,20.6,4.9,10.660699844360352,43.9,51.27325142,51.6,1.237787997
19035,0.0465327030318,50828,6.2,3.5,96,61.4,4,9.334409713745117,47.1,50.30879653,57.2,0.225338007
19037,NULL,46020,6.3,5.4,95,73.5,2.8,9.389659881591797,43.5,49.97161165,61.3,0.364993106
19039,NULL,42430,0.5,5.5,93,48.1,14.3,9.150910377502441,39.6,49.34295562,52.7,1.163291685
19041,0.0979417886538,49438,11.2,4.6,95,34.3,3.8,9.688679695129395,42.1,51.21111447,57.4,0.151011779
19043,0.382869710305,47725,5.1,5.2,91,96.6,2,9.773150444030762,45.4,50.32402235,60.7,0.69273743
19045,-0.0630336076995,49849,7.5,5.4,87,32.2,3.1,10.747599601745605,42.2,50.76341368,52.5,2.88925878
19047,-0.154704711352,47437,3.7,5.3,88,51.8,28.5,9.75022029876709,38.5,48.89043398,56.6,1.431137378
19049,0.292475949005,74876,21.8,3,98,30.6,6.1,11.409600257873535,34.6,50.81803561,60.6,1.110587322
19051,NULL,46048,1.8,5.6,96,100,1.7,9.1068696975708,37.9,50.7815174,59.2,0.159726184
19053,0.209789727044,38275,2.3,7.4,96,100,3.2,8.973349571228027,37.6,50.08447985,51.7,1.737871108
19055,0.587313718743,54801,4,4.1,97,71.5,1.6,9.745019912719727,42.3,50.05120036,58.9,0.199112527
19057,-0.210358456139,42146,3,7.4,84,26.7,3.1,10.574799537658691,41.7,51.28771886,50.8,5.92574196
19059,1.15120723108,56086,8.2,5.1,93,35,2,9.749930381774902,48.7,50.07999052,62.9,0.136280145
19061,0.249382815801,53410,10,4.7,91,27,2.5,11.480999946594238,38.9,50.76813148,53.1,1.579345565
19063,NULL,48545,4.8,4.7,94,39.9,9.8,9.132699966430664,40.6,50.18871673,54.6,1.122367898
19065,0.340191968598,45443,7.5,5.1,91,70.6,2.5,9.886340141296387,43,49.87193737,53.9,0.753878123
19067,0.450432717142,43169,6.7,5.1,96,52.7,3.7,9.665289878845215,43.6,50.52312264,56.5,2.532037392
19069,NULL,48218,4.5,3.5,92,60.2,12.9,9.222660064697266,43,49.24328415,59.3,0.804010594
19071,NULL,52221,6.1,4.4,95,100,3.1,8.852660179138184,46.3,50.30555556,58.2,0.347222222
19073,NULL,47255,5.6,6.9,84,58.2,3.2,9.102869987487793,45.1,51.45147314,60.2,0.043327556
19075,0.39903376541,55896,18.5,5,98,100,1.3,9.417679786682129,42.4,50.81028783,61.8,0.209626703
19077,0.307828730433,50238,7.9,4.5,98,100,3,9.27987003326416,45.4,50.24087456,60.1,0.435427089
19079,0.347542104465,47358,5.1,5.1,96,50.5,6.3,9.612600326538086,42.3,50.6671874,58.2,0.46214932
19081,0.682089916714,52057,9.7,2.7,97,70,4.6,9.279120445251465,44.8,50.04026846,61.2,0.456375839
19083,0.354266891774,50941,9.7,6.3,93,71.1,4.5,9.733169555664062,44.3,50.3676893,57.6,0.913478111
19085,NULL,53506,5.3,4.1,97,81.1,1.8,9.556340217590332,43.4,50.36986301,58.5,0.068493151
19087,0.271394477766,49036,6.9,6.4,91,57.1,5,9.906829833984375,40.7,48.67554587,51,2.421151656
19089,NULL,47300,2,3.6,96,63,1.6,9.125539779663086,42.3,50.73984678,56.8,0.388288383
19091,NULL,47500,11.8,4.9,93,46.6,4.9,9.163979530334473,44.1,50.81697667,56.6,0.143870106
19093,NULL,45912,2.4,3.2,98,100,2.5,8.830690383911133,44.9,49.61185603,62,0.465772759
19095,0.322961989209,58553,6.7,2.7,94,82.2,3.1,9.689120292663574,42.3,50.36773719,62.2,0.65579799
19097,0.29724678026,47004,6.6,4.1,94,53.3,1.6,9.874679565429688,44.5,50.34595035,60,0.208587709
19099,0.844408872222,52430,8.1,5.7,95,57.5,2.5,10.522600173950195,42,48.54691543,53.4,1.397249081
19101,0.298367742633,44688,30.1,4.6,92,38.7,3.1,9.819069862365723,42.7,47.57338323,47.3,1.526137294
19103,0.103195300065,54985,16.3,3.6,92,18.5,5.8,11.926799774169922,29.7,50.1191503,43.1,5.132234909
19105,-0.112328973361,54264,6.9,6,96,58,2.1,9.940010070800781,43.1,47.9934003,56.2,2.110933178
19107,NULL,44745,5.1,4.8,96,100,1.9,9.232589721679688,44.2,49.84074896,58.1,0.086864202
19109,0.618823613549,52345,12.1,2.2,94,65.6,2.9,9.609649658203125,46.6,50.4463413,60.1,0.097738972
19111,0.026944061569,43314,7,8.7,90,40.6,3.6,10.435700416564941,42.6,49.8649865,50.4,3.012488749
19113,0.226988296246,59560,10.4,5.1,89,12.7,3.4,12.327899932861328,36.9,50.71349807,51.4,4.376834925
19115,NULL,52750,5.8,6.6,88,100,16.2,9.320899963378906,40.5,49.11101283,57.5,0.813799204
19117,NULL,43280,6,8.7,100,56.2,2.2,9.064740180969238,44.8,49.85771201,58.8,0.147979511
19119,NULL,54344,9.7,2.9,94,100,2.6,9.376790046691895,38.5,49.59760274,65.5,0.025684932
19121,0.195269225002,56661,13.2,7.6,99,67.8,2.3,9.69579029083252,40.4,50.05438608,59.7,0.441486979
19123,-0.0290023089073,48750,9.6,8.2,91,43.9,2.4,9.998800277709961,39.6,49.82158787,54.9,1.39161463
19125,0.789161164811,55419,7.4,4.3,96,48.7,2,10.416500091552734,38.8,50.5253993,60.1,0.627476882
19127,-0.42400682005,52354,5.7,6.6,90,33.9,22.4,10.596199989318848,38.6,49.67987879,55,1.593275011
19129,0.241325849396,65160,1.8,3.8,95,59.6,3.3,9.619999885559082,41.7,50.23417637,59.5,0.51518801
19131,NULL,47326,7.2,4.4,100,67.2,1.4,9.265680313110352,44.2,50.49329859,60.4,0.297840655
19133,-0.04272008701,41238,3.5,5.1,91,71.2,2.2,9.068659782409668,47,50.13662695,56.4,0.349765002
19135,NULL,47297,19.7,6.4,99,55.2,2.8,8.960599899291992,42.8,50.04364634,54,0.199526125
19137,NULL,43566,0.8,9.9,91,47.9,4.2,9.210639953613281,45.1,51.21812494,54.2,0
19139,-0.100952872015,52899,8.2,6.2,88,25.6,18.3,10.6673002243042,38.2,50.45150151,55.3,1.507338358
19141,0.339432367096,52458,2.6,2.9,87,66.3,5.1,9.535320281982422,44,50.29986594,62,0.296338108
19143,NULL,50700,6.4,3.5,94,58.4,8.5,8.706159591674805,43.8,50.35833731,62.2,0.398152572
19145,-0.041489294492,44786,7.6,5.4,97,33.4,3.6,9.632269859313965,43.8,48.87843935,53.6,1.683929593
19147,NULL,46334,12.1,3.7,92,61.5,3.1,9.097060203552246,42.9,49.46561589,56,0.950016193
19149,-0.0659210944896,57583,6.9,3.5,97,62.9,5.7,10.130399703979492,42.1,50.62050685,61.1,0.261054661
19151,NULL,45500,11.5,4.4,90,100,3.9,8.815810203552246,47.4,50.02085941,57.1,1.321095814
19153,0.396128882312,59844,14.8,6,89,4.9,8.5,13.096400260925293,34.9,50.82289458,51.9,6.161937026
19155,-0.0263204438548,51939,7.8,5.9,90,26.4,7.8,11.446100234985352,38.7,50.8443099,51,1.13147188
19157,0.144255960267,51650,4.2,5.7,93,52,3.4,9.836230278015137,41.1,52.20357048,50.8,1.076472156
19159,NULL,44032,11.4,5.3,98,100,2.8,8.510769844055176,46.4,51.21999213,60.7,0.196772924
19161,NULL,48581,12.8,3.8,98,100,3.3,9.181839942932129,46.5,50.75772486,59.4,0.797087188
19163,0.0772469158868,53704,10.5,5.9,88,13.5,6.9,12.062700271606445,37.5,50.92938345,50.7,7.87901419
19165,0.497703358076,49599,7.6,3.4,99,59.4,3,9.356860160827637,46.5,51.16337045,59.5,0.083097889
19167,1.27637128554,59272,7.6,1.9,89,50.8,11.1,10.46049976348877,33.2,49.5928315,59.7,0.434896821
19169,0.606630626174,51270,13.1,5.7,98,16.9,3.6,11.493800163269043,26.5,48.1199491,42.5,2.447274824
19171,0.340387548102,54325,7.7,6.6,97,72.4,10.3,9.735309600830078,42.5,50.67167577,57,0.58629326
19173,NULL,44939,6.2,4.1,97,100,8.2,8.730850219726562,44.4,49.70281124,62.7,0.321285141
19175,0.128231597874,44134,9.5,6.5,93,39.2,3.2,9.422140121459961,41.1,51.55328979,53.9,1.322287717
19177,NULL,45057,6,6.6,96,100,1.7,8.85651969909668,44.1,49.31214104,60.5,0.120208361
19179,0.168980551086,41519,5,8.9,92,30.5,10.9,10.468899726867676,39.8,50.86990905,52,1.564706547
19181,0.527994222194,64956,8.5,5.7,96,42,3,10.840700149536133,38.3,51.12626971,56.7,0.601385524
19183,0.493280296344,55198,8.2,5,91,69.5,6.5,10.005200386047363,41.8,50.50214553,59.8,0.844517484
19185,NULL,42083,7.2,7.3,97,100,1.6,8.764209747314453,45.1,51.80892717,56.9,0.2192639
19187,-0.0416879835631,42112,4.5,9.4,88,33.9,5.1,10.498900413513184,39.9,48.74194497,44.7,4.160539052
19189,0.889634032505,49208,8.2,5.6,94,66.1,4.6,9.26084041595459,44.1,51.05683419,63.6,0.742132457
19191,0.603737942922,53735,3.3,3.1,97,59,2.2,9.904939651489258,40.5,50.54635683,54,0.877988262
19193,0.12881044813,46015,6,5.6,88,17.5,17,11.538000106811523,35.4,50.71992342,49,2.828898527
19195,NULL,49977,5.8,5.4,99,100,3.1,8.916370391845703,44.4,50.16519096,57.2,0.581472182
19197,0.175609222565,43082,4.3,6.7,92,56.8,12.7,9.448570251464844,44.4,50.24986546,56.4,0.338279388
20001,-0.0983474807464,38712,3.1,7.4,85,57.2,3.8,9.428990364074707,41.3,51.6954284,51,1.952770209
20003,NULL,40567,5.9,8.3,93,58.8,1.9,8.971830368041992,42.3,49.28409947,57.2,0.200954534
20005,-0.129125344228,44648,10.7,7.9,85,34.2,3.1,9.692330360412598,36.5,51.73567545,46.3,4.463165442
20007,NULL,48462,4.7,2.5,82,100,4.2,8.405590057373047,45.4,49.32625561,61.4,0.224581462
20009,-0.141550091648,43573,4.5,7,84,31.8,15.2,10.170100212097168,39.8,50.51512733,54.3,1.908147718
20011,0.366131331853,39555,1.9,4.8,87,48,2.9,9.592399597167969,37.8,50.91530879,53,3.895929726
20013,NULL,41126,9.2,5.7,85,68.4,4.7,9.169309616088867,42.2,51.60185372,56.3,1.722748338
20015,0.193057977681,57474,5.8,6.7,88,40.5,5,11.10890007019043,37.6,49.71407769,55.7,1.783791163
20017,NULL,38633,4,3.4,85,100,5.1,7.874360084533691,45.4,50.07283321,57.9,1.238164603
