FIPS,COMPONENT_0,COMPONENT_1,COMPONENT_10,COMPONENT_11,COMPONENT_12,COMPONENT_13,COMPONENT_14,COMPONENT_15,COMPONENT_16,COMPONENT_17,COMPONENT_18,COMPONENT_19,COMPONENT_2,COMPONENT_20,COMPONENT_21,COMPONENT_22,COMPONENT_23,COMPONENT_24,COMPONENT_3,COMPONENT_4,COMPONENT_5,COMPONENT_6,COMPONENT_7,COMPONENT_8,COMPONENT_9
01073,-0.0003777216053686,-0.001563579079017,-0.0013797466366008,-0.0002000872550687,6.19605282164e-05,-0.0002878081451904,-0.0004942165814815,-0.0001676437786498,0.0013870170594556,-6.28460754296e-05,0.0001220629926343,-0.000109733429369,-0.0021847883435244,0.0005874135881201,-0.0001724547156196,-0.0003053172416288,-3.00014835822e-05,0.0010101840049443,-0.001673415953611,-0.00116708856055,-0.0009138996189471,-0.0002560444532736,-0.0003880002520652,-0.0007152351456192,-0.0001166869175101
01075,-0.0018073461982503,-0.0022524307047703,-0.0017743725563988,-0.0002802263821617,-0.0001827291198077,-0.0001099532361176,-0.0005928079592319,-6.87356887665e-05,0.0016817476718458,-9.57320949192e-05,0.0001516948865695,-9.0781281238e-06,-0.0017556669851347,0.0004557680537455,-0.000178222234821,-0.0003995913889463,0.0001452881533227,0.0011043371371042,-0.0014418713720809,-0.000949529934236,-0.0007154893102659,-0.0001225477111164,-0.0005037741737559,-0.0004929680168447,1.13294505318e-05
01077,-0.0005666784252953,-0.002313449067097,-0.0013171765321889,-0.0002238045889648,-5.83824603366e-05,-0.0002505383270608,-0.0004736144944522,-0.0001273399098068,0.0015137924216188,-0.0001236368322142,0.0001733039912149,3.8721578276e-06,-0.0022987083413319,0.0005698742513317,-7.34013958358e-05,-0.0003651343375818,1.7301451541e-06,0.0010607735080687,-0.0011593889967848,-0.0008691788463201,-0.0008668986439382,-0.0001504596826505,-0.0004419115656973,-0.0006078626048516,-3.2206981944e-05
01079,-0.001558266639012,-0.0022599771278312,-0.001732286155042,-0.0002519854055457,-3.47859533724e-05,-0.0001107373825717,-0.000476288859864,-0.000146640881358,0.0017097843891387,-5.15499670498e-05,4.1994605423e-05,-9.34773361154e-05,-0.0020113511054326,0.0005111484372792,-5.99182447899e-05,-0.0003882758809003,0.0001829705766099,0.001122215998784,-0.0011900979620988,-0.0007614029738069,-0.0008312649541175,-0.0001547795396524,-0.0003737823494403,-0.0004492889471154,-3.32676316338e-05
01081,-0.0004079989339688,-0.0020622061895307,-0.0012851262177926,-0.0003388767120878,-8.87934731099e-05,-0.0002734469978404,-0.0004361646379276,-8.19791012465e-05,0.0015895832294629,-0.0001205564001762,9.52482346995e-05,-6.513696635e-07,-0.0025372814543871,0.0008189552132955,-4.64478783505e-05,-0.0004834802751977,-0.0001069805793587,0.0011055422320055,-0.0012596571889227,-0.0008827088218741,-0.0005936499769161,-0.0001081045095729,-0.0003162035961076,-0.0007809401270433,-2.21092448788e-05
01083,-0.0009311349012565,-0.0022530405619877,-0.0015295569628206,-0.0002113152911138,-3.44574755593e-05,-0.0001236129691173,-0.0004492254911644,-0.0001046870625246,0.0015761674569517,-6.91868042939e-05,0.0001459162474631,-1.08928730829e-05,-0.0021445753285225,0.0005553067837575,-4.30046959849e-05,-0.0003982419161037,6.46290730441e-05,0.0010912040236287,-0.0011209279484406,-0.0008689870453888,-0.0009205670326264,-0.0001828902772236,-0.0003951735893327,-0.0005090254853612,-6.66620540328e-05
01087,-0.0023583460436577,-0.0008269337217993,-0.0015169615879027,-0.0004835206024195,-0.0002210046235463,-0.000445082684526,-0.0004694892481505,-0.0002277863291928,0.0014976185162603,-0.0001806177360996,-2.52981963717e-05,-0.0001366700760373,-0.0024432969285886,0.0004499606225462,-0.0002313142678881,-0.0001206221021708,6.11249095868e-05,0.0009135159253967,-0.0019641456917069,-0.0016302467452945,-0.0005536072981312,-0.0003083260126514,-0.0006040983545969,-0.0007404280114464,-0.0001385827578999
01089,-0.000673830981354,-0.0015509862408879,-0.0014052513927877,-0.0002286806763016,-8.4782521944e-06,-0.0002708318944014,-0.0004623366426945,-8.77302489036e-05,0.0013846025333619,-0.0001258795852237,0.0001143652311642,-8.55689660573e-05,-0.0022443536244926,0.0005340903247266,-0.0001430791289144,-0.0002360586489701,9.4922407841e-06,0.0010286920014669,-0.0015310912000304,-0.0012729163607439,-0.0008668565162385,-0.0003106464003372,-0.0003872780817985,-0.0006624829795235,-0.0001410441664546
01091,-0.0021334744295149,-0.0013885754917336,-0.0018123575044157,-0.0003507094369958,2.40925570359e-05,-0.0001165507731891,-0.0006352972110555,-0.0001516402792591,0.0017123763365942,2.12665728753e-05,1.62837859579e-05,-0.0002404955070526,-0.0020762847729851,0.0006234344253169,-0.0002479729739477,-0.0002138003713452,0.0001537268515174,0.0010945026063591,-0.0017187911067784,-0.0011608619593665,-0.0003950158877032,-0.0001124731162044,-0.0006072899396711,-0.0005669629674183,-4.43501750045e-05
01093,-0.0006524984693719,-0.0028855785399472,-0.0013282780828304,-9.00952128665e-05,9.946364551e-07,-0.000123612176387,-0.0004049205348333,-0.0002321071148655,0.0015914390708234,-0.000148690714733,4.1273758648e-05,0.0001168711414146,-0.0019032022764466,0.0004591735074786,-0.0001054812792046,-0.0004226440802839,0.0001516180327758,0.0010421502846515,-0.001229664380517,-0.0005130970162789,-0.0011630632331733,-0.0001350467435522,-0.0004045234075297,-0.000717036096722,-0.0001571499408386
